HEAD,total_spend_pkr,avg_share_pct,first_month,last_month,months_active,mean_mom_growth
Purchase of wheat seed,270927.0,0.09771810160943523,2024-01,2025-03,9,6.221096484988569
Freight on purchases-Kappas,270237.0,1.1550637933312335,2025-04,2025-04,1,
EOBI Staff,266030.0,0.13977054439341136,2024-07,2025-06,12,-0.00151515151515152
Purchase of Processed wheat,262500.0,0.6012848770546525,2024-10,2024-11,2,1.75
Freight & Octori-cotton seed,261150.0,0.08927744400287456,2024-01,2025-10,17,4.62364485907091
Freight & Octroi,253340.0,0.07393067819833173,2024-01,2025-08,15,0.7798904103166351
Insurance Plant & Machinery,236645.0,0.21767029300242272,2024-06,2025-08,3,-0.367868428273157
R&M Generator (HO),234046.0,0.06660042675045433,2024-01,2025-09,18,0.029927194150030763
Vehicle POL KWM-2868 Nazar Ali,232700.0,0.09368386913432286,2024-01,2025-10,22,0.9178967790480379
Electricity Expenses,223701.0,0.4869658335807312,2024-03,2025-10,5,19.199228559355845
Pesticide exp,219799.0,0.1685604198907079,2024-09,2025-09,5,-56.956737570405984
Processing discount,215325.0,0.4204088797536505,2024-03,2024-05,2,-0.6216200645260408
Labour Expenses,214200.0,0.1623610714284868,2024-02,2024-06,5,-0.19899173166791223
Labortary Expenses,209650.0,0.05716619635787087,2024-01,2025-09,19,1.6578260951747665
Misc. Expenses,206449.0,0.2034697144165362,2024-01,2025-10,22,2.4348802214099714
Freight & Oct. General,202750.0,0.06354410636754772,2024-01,2025-10,21,2.111511358162112
"Harvesting,choping & stacking Exp",200000.0,0.6207674317018876,2024-05,2024-05,1,
Vehicle R&M POL LEC 9352,198000.0,1.4951079688164572,2025-08,2025-10,3,1.0327177382580939
Telephone Exp,195670.0,0.3221844812330673,2024-09,2024-12,2,0.5437125437125436
Labour charges-Okra,195275.0,0.10941353271214024,2024-01,2025-10,15,4.016508545236522
Wheat Roguing,193300.0,0.24938297727366235,2024-03,2025-04,3,0.05590598556012738
Ploughing expenss,192650.0,0.4367210588495795,2024-07,2024-11,4,0.1290338721128396
Moboil for generator consumed,190000.0,0.5207053498673564,2024-09,2025-03,2,-0.5714285714285714
Vehicle R&M Repair 418(Akhtar),187062.0,0.04710052882061777,2024-01,2025-08,16,1.1844352034515837
Shifting charges - wheat,186993.0,0.9525731390006428,2024-05,2025-10,3,-0.5890512689521679
Fertilizer Expenses-Okra,185744.0,0.3352308169989947,2024-03,2024-06,2,0.33042256348489407
Fertilizer Exp.,182815.0,0.4032382351181355,2025-03,2025-06,2,1.840570576248398
Vehicle R&M Repair 118,179980.0,0.07971289649523948,2024-01,2025-09,19,1.5246055201879232
Travelling & Conveyance H.O.,179497.0,0.11242386243375618,2024-04,2025-06,6,-0.17447668939836206
Purchase of Sulphor (Tiger Brand),177990.0,0.10868587334371288,2024-05,2025-09,8,1.9008033509771993
fertilizer expenses,175322.0,0.308001054605708,2024-03,2024-06,2,0.9632722048508409
Vehicle R&M Repair 6677 Sohail Sb,174270.0,0.2407520665637661,2024-04,2025-08,7,1.9599700969485963
Cotton seed expenses,174000.0,0.2370694361418729,2024-01,2024-03,3,-0.41476648351648354
Vehicle POL KWM-19-3348 Zain Ul Abi,166930.0,0.12035804391383534,2024-01,2025-10,20,0.32838731361041545
Misc.Expenses,162130.0,0.044944954293718434,2024-01,2025-10,21,4.649860652766129
Printing & Stationery H.O,161861.0,0.09363289880941186,2024-03,2025-09,13,3.916385040624759
Social Security                 (G),159840.0,0.08393512007873605,2024-07,2025-06,12,0.0
Vehicle R&M POL 371 (FRK),159183.0,0.21219650074199292,2024-01,2025-10,9,0.11482249343414172
Electricity,151321.0,0.12481071895863281,2024-01,2024-12,12,2.808029122477642
Tax consultency,150000.0,0.4739756429320419,2024-06,2024-06,1,
Vehicle POL 6793   Aslam Shakir,149500.0,0.08972456991218665,2024-01,2025-10,19,0.8986433661393372
Telephone Exp Fty PTCL,149204.29,0.041487575925012454,2024-01,2025-09,17,0.17206948031390584
Consultency charges-ISO,148190.0,0.09074134257816982,2024-01,2024-08,8,0.7565627839395033
Pesticide Corn Exp,145787.0,0.1407706792793151,2024-12,2025-09,4,3.2515768237853386
Vehicle POL KWK-20-7778 Khaliq Dad,144910.0,0.07807129522552417,2024-01,2025-10,21,0.2570590731089352
Ploughing Expenses -Riffat Farm,141630.0,0.3506616189355709,2025-08,2025-09,2,-0.8246960707024604
Vehicle POL KWM-17-4525 Haider Abba,141320.0,0.03607906995972414,2024-01,2025-09,21,0.29189612034013374
Misc expenses,141292.0,0.03888102047221504,2024-01,2025-05,16,4.879877314154057
Vehicle POL-KWM-17-7032 M.Khalid,137820.0,0.034022200054699955,2024-01,2025-09,20,0.07794203861387183
Freight & octroi-packing material,136840.0,0.03728509441243865,2024-01,2025-10,20,2.357369284409014
Vehicle POL KWK-20-8845 Shahid Sajj,134149.0,0.0707753965665171,2024-01,2025-10,20,0.20283424271581155
Vehicle POL AGC-21-3228 Abdul Rauf,128920.0,0.03877335874139892,2024-01,2025-09,17,0.08802106663727552
Vehicle POL 6793 Subhan Ali,128640.0,0.04109512061219053,2024-02,2025-08,18,0.03172456617360675
Discount-corn seed,127512.0,0.5365673296715452,2024-03,2024-03,1,
Pesticide expeses,127500.0,0.31716841196151785,2025-05,2025-05,1,
Diesel for Tractor,127464.0,0.1407596938706715,2024-09,2024-12,4,0.14535700586199188
Javi seed,120000.0,0.15826820192738408,2024-10,2024-12,3,-0.25
Misc Expenses,118281.0,0.07496653665402106,2024-09,2025-05,9,1.4331702856036597
Annual Listinf Feee(KSE & LSE),116500.0,0.2651447342631148,2024-07,2024-12,2,2.3962264150943398
Telephone expenses,114000.0,0.6572561488464661,2025-03,2025-03,1,
Javi Harvesting 42/10-R,113433.0,0.21518722234286614,2024-09,2024-12,2,-0.14906011356961035
Lease exp,113178.0,0.34491349485254386,2025-09,2025-09,1,
Irrigation expenses,109643.0,0.17650045565569966,2024-09,2025-02,4,1.6332021201730818
Discount of Afgoyee Seed,109000.0,0.10686739470645283,2024-08,2025-09,4,8.973861283643892
Telephone Expenses-Director,107294.0,0.09083495765252252,2024-01,2025-10,17,2.828890442540168
Accomodation / Residence Expenses,106820.0,0.042734490354894406,2024-01,2025-06,7,0.22343316403810057
Vehicle ALF-6829 Repair Hassan Raza,105550.0,0.031129138486413608,2024-01,2025-09,18,0.8626163163593001
labour charges,105075.0,0.08783112066978789,2024-01,2024-04,4,0.8196886446886446
Education Cess,104213.0,0.026691977082290763,2024-01,2025-09,16,1.3089110661608179
Commission on sale of Raya Seed,103349.0,0.28968704995359945,2024-02,2024-05,2,-0.9356655887623324
Repair & Maint,102085.0,0.14692327860016632,2024-08,2024-12,3,4.077745195820064
Vehicle R&M Repair LEC-9352,100750.0,0.17304674849510848,2025-08,2025-09,2,3.773638968481375
Vehicle POL KWN-17-4123 Naveed,99540.0,0.056776394435734075,2024-01,2025-10,18,0.10458488174424548
Postal & Courier Charges,99420.0,0.04023416981040732,2024-01,2025-10,22,0.3910112181274136
Vehicle RepairLEE-17-7430 Haifz Qad,97630.0,0.03483716949687068,2024-01,2025-06,15,0.9317524513699181
Repair & Maint. Office Equipment,97085.0,0.02329988756525041,2024-01,2025-09,19,2.721868229597441
Audit Fee - ISO,96900.0,0.22594013543585095,2024-01,2024-02,2,1.2571428571428571
Freight & Octroi-chemicals,93790.0,0.08873617156050168,2024-01,2025-10,18,1.0329555171345464
Picking charges-SSG,93730.0,0.09868783164967287,2025-03,2025-06,4,0.5839387839600447
Samples-cotton seed,93000.0,0.15786122420618567,2024-03,2025-08,3,8.727777777777778
Charity & Donation,92540.0,0.09237664536434768,2024-12,2025-09,3,0.7917285985004531
Irrigation expenss,91500.0,0.05674774853525355,2024-03,2024-09,6,1.5147825240442638
Vehicle R&M POL & Repair,88135.0,0.06801839529226392,2024-01,2025-07,6,-0.1554908224223175
Telephone Ptcl H.O.,84390.0,0.06348746472885665,2024-03,2024-05,3,3.657777379161449
Germination Claim Cotton Seed,81000.0,0.12287282684024287,2025-03,2025-05,2,4.0
Samples-corn seed,76964.0,0.06670539602092992,2024-02,2025-05,4,1.0563001575001574
Travelling & conv. Others       (G),76377.0,0.23276129633279208,2025-09,2025-09,1,
Importer License Fee FSC & RD,75000.0,0.13629258183682624,2025-01,2025-01,1,
Ploughing Exp,73750.0,0.3952460046370047,2024-09,2024-09,1,
Vehicle Repair-KWM-19-2868 Nazar Ai,69620.0,0.024231586374387673,2024-01,2025-10,22,0.2519058636275807
Freight & Octroi-Mungbean,67200.0,0.24993073358695356,2025-07,2025-08,2,1.3267326732673266
Labour Charges Okra,67116.0,0.07983115526654433,2024-09,2024-12,4,-0.3737507072193244
House Rent (Faisal Driver),66500.0,0.039800131319404096,2024-04,2025-10,19,0.0
Vehicle Repair 6793 Aslam Shakir,66130.0,0.09171737205395389,2024-01,2025-10,13,4.352073499637774
Vehicle POL AGB-6545 Faisal Driver,63550.0,0.03242560332190066,2024-02,2025-10,21,0.0007750582750582768
Postal & Courier charges HO,63149.0,0.029094440482893526,2024-02,2025-06,11,0.6923103600041893
Vehicle R&M POL 155 AEJ(Dr.Shahid),60506.0,0.08785801548799932,2024-01,2024-03,2,-0.43879657343379086
Vehicel R&M POL M/C Zakriya,60260.0,0.018199856271533952,2024-01,2025-06,14,0.38426397565372966
Purchase of Janter Seed,60000.0,0.23608684115431158,2025-06,2025-06,1,
Discount on sale of Raya Seed,59700.0,0.0394262399612672,2024-12,2025-05,3,-0.46131528046421666
Vehicle POL -17-2347 Mess Safdar,56470.0,0.024551751244720713,2024-01,2025-10,22,0.7577378625290316
Vehicle Repair AGC-21-3251 Zakria,56315.0,0.019740130227145013,2024-01,2025-09,16,3.652698806717988
Freight & Octroi-peas,55750.0,0.07547333399993938,2024-12,2025-07,2,-0.9227053140096618
audit Fee-ISO,55000.0,0.0999478933470059,2025-01,2025-01,1,
Diesel for tractor-okra,53700.0,0.2877926840543343,2024-09,2024-09,1,
